0,4,2
1,5,2
0,4,3
0,4,3
0,5,2
1,6,1
1,6,1
0,8,2
0,4,3
1,6,1
0,11,3
0,4,2
0,4,3
1,6,2
1,6,2
1,6,2
1,6,1
